word,pos,freq,index,freq_quantile,len,len_quantile,word_raw
мінерва,noun,45154,16540,9,8,short,Міне́рва
опричнина,noun,37445,15503,9,10,mid,опри́чнина
харків'янка,noun,50117,17083,9,12,long,харків'я́нка
фракія,noun,50043,17076,9,7,short,Фра́кія
геофізика,noun,41708,16141,9,10,mid,геофі́зика
виз,noun,41013,16069,9,3,short,виз
ропа,noun,48287,16888,9,5,short,ропа́
аґрус,noun,39896,15916,9,6,short,а́ґрус
випадіння,noun,41070,16076,9,10,mid,випаді́ння
кременець,noun,44354,16444,9,10,mid,Кре́менець
ампула,noun,40058,15940,9,7,short,а́мпула
фіалка,noun,39400,15825,9,7,short,фіа́лка
мулла,noun,45313,16560,9,6,short,мулла́
роздягти,verb,38420,15678,9,9,mid,роздягти́
спотіти,verb,48985,16970,9,8,short,споті́ти
нестися,verb,45896,16618,9,8,short,нести́ся
почервоніти,verb,38012,15605,9,12,long,почервоні́ти
упакувати,verb,39320,15818,9,10,mid,упакува́ти
таланити,verb,49282,17000,9,9,mid,талани́ти
розголосити,verb,38409,15675,9,12,long,розголоси́ти
ссати,verb,38910,15753,9,6,short,сса́ти
позвати,verb,47142,16762,9,8,short,позва́ти
суперничати,verb,49213,16991,9,12,long,супе́рничати
пошкоджувати,verb,47402,16792,9,13,long,пошко́джувати
рушати,verb,38573,15690,9,7,short,руша́ти
повелівати,verb,47050,16751,9,11,long,повеліва́ти
покалічити,verb,37890,15586,9,11,long,покалі́чити
підвісити,verb,46869,16730,9,10,mid,підві́сити
повногрудий,adjective,73252,18490,10,12,long,повногру́дий
двовимірний,adjective,57877,17593,10,12,long,двови́мірний
суничний,adjective,79709,18884,10,9,mid,суни́чний
параметричний,adjective,71856,18392,10,14,long,параметри́чний
тітчин,adjective,80540,18937,10,7,short,ті́тчин
сльозливий,adjective,78490,18819,10,11,long,сльозли́вий
снотворний,adjective,78593,18824,10,11,long,снотво́рний
розбіжний,adjective,76286,18678,10,10,mid,розбі́жний
сумовитий,adjective,79704,18882,10,10,mid,сумови́тий
повноводний,adjective,73251,18489,10,12,long,повново́дний
вуглецевий,adjective,56221,17491,10,11,long,вуглеце́вий
полірований,adjective,73587,18516,10,12,long,поліро́ваний
гірчичний,adjective,56957,17541,10,10,mid,гірчи́чний
ненаголошений,adjective,69666,18258,10,14,long,ненаголо́шений
піскуватий,adjective,72987,18462,10,11,long,піскува́тий
либонь,adverb,65838,18054,10,7,short,либо́нь
навзаєм,adverb,68541,18197,10,8,short,навза́єм
доки,adverb,58904,17636,10,5,short,до́ки
досита,adverb,59085,17644,10,7,short,до́сита
презирливо,adverb,74292,18570,10,11,long,прези́рливо
по-київськи,adverb,73518,18509,10,12,long,по-ки́ївськи
емпірично,adverb,59773,17678,10,10,mid,емпіри́чно
щотижнево,adverb,84423,19138,10,10,mid,щотижне́во
доста,adverb,59097,17645,10,6,short,до́ста
прудко,adverb,75168,18621,10,7,short,пру́дко
неявно,adverb,69975,18274,10,6,short,неявно
аскетично,adverb,52013,17236,10,10,mid,аскети́чно
онде,adverb,71192,18338,10,5,short,о́нде
понаднормово,adverb,73744,18528,10,13,long,понаднормо́во
зимою,adverb,61629,17788,10,6,short,зимо́ю
гуаш,noun,55029,17433,10,5,short,гуа́ш
кларнет,noun,63876,17921,10,8,short,кларне́т
готовість,noun,57339,17564,10,10,mid,гото́вість
лати,noun,65597,18039,10,5,short,ла́ти
полігамія,noun,73578,18515,10,10,mid,поліга́мія
сунізм,noun,79710,18885,10,7,short,суні́зм
одношлюбність,noun,70836,18321,10,14,long,одношлю́бність
базальт,noun,52286,17250,10,8,short,база́льт
коноплянка,noun,64449,17966,10,11,long,конопля́нка
стетоскоп,noun,79333,18860,10,10,mid,стетоско́п
лошак,noun,61413,17765,10,6,short,лоша́к
знеболювання,noun,61830,17805,10,13,long,знебо́лювання
радіатор,noun,75511,18639,10,9,mid,радіа́тор
галстук,noun,56468,17509,10,8,short,га́лстук
гать,noun,56610,17523,10,4,short,гать
замінувати,verb,60804,17730,10,11,long,замінува́ти
мружити,verb,68328,18181,10,8,short,мру́жити
урівноважувати,verb,81659,18996,10,15,long,урівнова́жувати
перепрограмувати,verb,72319,18418,10,17,long,перепрограмува́ти
плямувати,verb,73138,18479,10,10,mid,плямува́ти
шепнути,verb,83983,19110,10,8,short,шепну́ти
посортувати,verb,74010,18550,10,12,long,посортува́ти
розтягатися,verb,76660,18707,10,12,long,розтяга́тися
зміняти,verb,61781,17800,10,8,short,зміня́ти
звеличити,verb,61443,17769,10,10,mid,звели́чити
зсунутися,verb,61989,17817,10,10,mid,зсу́нутися
постачити,verb,74028,18552,10,10,mid,поста́чити
замостити,verb,60837,17731,10,10,mid,замости́ти
хвастатися,verb,82683,19033,10,11,long,хва́статися
перегрупувати,verb,71035,18328,10,14,long,перегрупува́ти
