word,pos,freq,index,freq_quantile,len,len_quantile,word_raw
петрушка,noun,72533,18429,10,9,mid,петру́шка
кульбаба,noun,65280,18023,10,9,mid,кульба́ба
льоха,noun,66429,18095,10,6,short,льо́ха
нагнутися,verb,68593,18200,10,10,mid,нагну́тися
веселитися,verb,54503,17395,10,11,long,весели́тися
поцілуватися,verb,74166,18560,10,13,long,поцілува́тися
розвестися,verb,76317,18680,10,11,long,розвести́ся
обмотати,verb,70562,18298,10,9,mid,обмота́ти
мліти,verb,67993,18162,10,6,short,млі́ти
стомлювати,verb,79410,18864,10,11,long,сто́млювати
рішити,verb,76176,18672,10,7,short,ріши́ти
заночувати,verb,60864,17737,10,11,long,заночува́ти
родитися,verb,76238,18675,10,9,mid,роди́тися
опубліковувати,verb,71305,18356,10,15,long,опубліко́вувати
втомлювати,verb,56196,17487,10,11,long,вто́млювати
чухрати,verb,83747,19100,10,8,short,чухра́ти
відокремлюватися,verb,55374,17453,10,17,long,відокре́млюватися
